ts_id,date,total,ShipMode,Segment,Region,Category
4,2018-11-30,1287.332,First Class,Consumer,East,Furniture
4,2018-12-31,519.88,First Class,Consumer,East,Furniture
5,2015-02-28,19.456,First Class,Consumer,East,Office Supplies
5,2015-06-30,114.11,First Class,Consumer,East,Office Supplies
5,2015-08-31,62.94,First Class,Consumer,East,Office Supplies
5,2015-09-30,368.372,First Class,Consumer,East,Office Supplies
5,2015-10-31,209.20999999999998,First Class,Consumer,East,Office Supplies
5,2015-11-30,2.624,First Class,Consumer,East,Office Supplies
5,2015-12-31,46.72,First Class,Consumer,East,Office Supplies
5,2016-04-30,278.834,First Class,Consumer,East,Office Supplies
5,2016-05-31,160.32,First Class,Consumer,East,Office Supplies
5,2016-06-30,3050.376,First Class,Consumer,East,Office Supplies
5,2016-07-31,20.101999999999997,First Class,Consumer,East,Office Supplies
5,2016-08-31,1836.7340000000002,First Class,Consumer,East,Office Supplies
5,2016-09-30,93.28,First Class,Consumer,East,Office Supplies
5,2016-10-31,59.0,First Class,Consumer,East,Office Supplies
5,2016-11-30,34.418,First Class,Consumer,East,Office Supplies
5,2016-12-31,636.928,First Class,Consumer,East,Office Supplies
5,2017-02-28,213.982,First Class,Consumer,East,Office Supplies
5,2017-03-31,80.95,First Class,Consumer,East,Office Supplies
5,2017-04-30,267.62,First Class,Consumer,East,Office Supplies
5,2017-05-31,281.43,First Class,Consumer,East,Office Supplies
5,2017-06-30,1416.0159999999998,First Class,Consumer,East,Office Supplies
5,2017-07-31,1390.876,First Class,Consumer,East,Office Supplies
5,2017-08-31,641.0200000000001,First Class,Consumer,East,Office Supplies
5,2017-09-30,86.816,First Class,Consumer,East,Office Supplies
5,2017-10-31,323.132,First Class,Consumer,East,Office Supplies
5,2017-11-30,561.075,First Class,Consumer,East,Office Supplies
5,2017-12-31,1240.7499999999998,First Class,Consumer,East,Office Supplies
5,2018-01-31,1963.3120000000001,First Class,Consumer,East,Office Supplies
5,2018-02-28,23.12,First Class,Consumer,East,Office Supplies
5,2018-03-31,523.16,First Class,Consumer,East,Office Supplies
5,2018-04-30,178.98,First Class,Consumer,East,Office Supplies
5,2018-05-31,280.224,First Class,Consumer,East,Office Supplies
5,2018-06-30,31.542,First Class,Consumer,East,Office Supplies
5,2018-07-31,28.944,First Class,Consumer,East,Office Supplies
5,2018-08-31,25.696,First Class,Consumer,East,Office Supplies
5,2018-09-30,875.132,First Class,Consumer,East,Office Supplies
5,2018-10-31,904.9,First Class,Consumer,East,Office Supplies
5,2018-11-30,214.414,First Class,Consumer,East,Office Supplies
5,2018-12-31,372.622,First Class,Consumer,East,Office Supplies
6,2015-05-31,1799.97,First Class,Consumer,East,Technology
6,2015-06-30,617.97,First Class,Consumer,East,Technology
6,2015-07-31,659.972,First Class,Consumer,East,Technology
6,2015-09-30,2231.86,First Class,Consumer,East,Technology
6,2015-10-31,177.0,First Class,Consumer,East,Technology
6,2015-11-30,47.496,First Class,Consumer,East,Technology
6,2015-12-31,391.85999999999996,First Class,Consumer,East,Technology
6,2016-05-31,368.82,First Class,Consumer,East,Technology
6,2016-06-30,133.98,First Class,Consumer,East,Technology
6,2016-08-31,1535.73,First Class,Consumer,East,Technology
6,2016-09-30,617.976,First Class,Consumer,East,Technology
6,2016-10-31,53.04,First Class,Consumer,East,Technology
6,2016-12-31,5181.27,First Class,Consumer,East,Technology
6,2017-05-31,789.433,First Class,Consumer,East,Technology
6,2017-06-30,98.04,First Class,Consumer,East,Technology
6,2017-07-31,1439.976,First Class,Consumer,East,Technology
6,2017-08-31,290.898,First Class,Consumer,East,Technology
6,2017-10-31,98.16,First Class,Consumer,East,Technology
6,2017-11-30,712.33,First Class,Consumer,East,Technology
6,2017-12-31,78.15,First Class,Consumer,East,Technology
6,2018-03-31,119.96,First Class,Consumer,East,Technology
6,2018-06-30,158.376,First Class,Consumer,East,Technology
6,2018-07-31,1228.684,First Class,Consumer,East,Technology
6,2018-09-30,765.695,First Class,Consumer,East,Technology
6,2018-11-30,1259.97,First Class,Consumer,East,Technology
6,2018-12-31,1821.88,First Class,Consumer,East,Technology
7,2015-04-30,8.96,First Class,Consumer,South,Furniture
7,2015-09-30,31.984,First Class,Consumer,South,Furniture
7,2016-04-30,1720.12,First Class,Consumer,South,Furniture
7,2016-11-30,353.92,First Class,Consumer,South,Furniture
7,2017-04-30,354.9,First Class,Consumer,South,Furniture
7,2017-05-31,370.62,First Class,Consumer,South,Furniture
7,2017-10-31,39.92,First Class,Consumer,South,Furniture
7,2017-11-30,1030.76,First Class,Consumer,South,Furniture
7,2017-12-31,1248.6799999999998,First Class,Consumer,South,Furniture
7,2018-02-28,359.97,First Class,Consumer,South,Furniture
7,2018-05-31,564.322,First Class,Consumer,South,Furniture
7,2018-09-30,34.504,First Class,Consumer,South,Furniture
7,2018-10-31,1504.52,First Class,Consumer,South,Furniture
7,2018-11-30,88.92,First Class,Consumer,South,Furniture
7,2018-12-31,742.0640000000001,First Class,Consumer,South,Furniture
8,2015-03-31,9.912,First Class,Consumer,South,Office Supplies
8,2015-04-30,1000.95,First Class,Consumer,South,Office Supplies
8,2015-05-31,34.2,First Class,Consumer,South,Office Supplies
8,2015-06-30,23.119999999999997,First Class,Consumer,South,Office Supplies
8,2015-07-31,34.06,First Class,Consumer,South,Office Supplies
8,2015-08-31,243.60000000000002,First Class,Consumer,South,Office Supplies
8,2015-12-31,48.696,First Class,Consumer,South,Office Supplies
8,2016-03-31,59.480000000000004,First Class,Consumer,South,Office Supplies
8,2016-04-30,9.14,First Class,Consumer,South,Office Supplies
8,2016-10-31,182.91,First Class,Consumer,South,Office Supplies
8,2016-11-30,302.12,First Class,Consumer,South,Office Supplies
8,2016-12-31,390.94,First Class,Consumer,South,Office Supplies
8,2017-02-28,1366.04,First Class,Consumer,South,Office Supplies
8,2017-03-31,67.64,First Class,Consumer,South,Office Supplies
8,2017-05-31,89.148,First Class,Consumer,South,Office Supplies
8,2017-06-30,264.52599999999995,First Class,Consumer,South,Office Supplies
8,2017-07-31,75.414,First Class,Consumer,South,Office Supplies
8,2017-08-31,741.8240000000001,First Class,Consumer,South,Office Supplies
8,2017-11-30,18.48,First Class,Consumer,South,Office Supplies
8,2017-12-31,34.944,First Class,Consumer,South,Office Supplies
8,2018-01-31,21.744,First Class,Consumer,South,Office Supplies
8,2018-04-30,289.08,First Class,Consumer,South,Office Supplies
8,2018-05-31,63.157999999999994,First Class,Consumer,South,Office Supplies
8,2018-06-30,42.071999999999996,First Class,Consumer,South,Office Supplies
8,2018-09-30,1022.6,First Class,Consumer,South,Office Supplies
8,2018-10-31,396.366,First Class,Consumer,South,Office Supplies
8,2018-11-30,52.696,First Class,Consumer,South,Office Supplies
8,2018-12-31,1712.942,First Class,Consumer,South,Office Supplies
9,2015-01-31,149.95,First Class,Consumer,South,Technology
9,2015-07-31,479.97,First Class,Consumer,South,Technology
9,2016-04-30,676.14,First Class,Consumer,South,Technology
9,2016-06-30,11.672,First Class,Consumer,South,Technology
9,2016-11-30,32.985,First Class,Consumer,South,Technology
9,2016-12-31,47.976,First Class,Consumer,South,Technology
9,2017-03-31,119.976,First Class,Consumer,South,Technology
9,2017-06-30,1244.324,First Class,Consumer,South,Technology
9,2017-08-31,44.784,First Class,Consumer,South,Technology
9,2017-11-30,149.95,First Class,Consumer,South,Technology
9,2018-01-31,7.92,First Class,Consumer,South,Technology
9,2018-08-31,271.96,First Class,Consumer,South,Technology
9,2018-09-30,34.95,First Class,Consumer,South,Technology
9,2018-12-31,191.0,First Class,Consumer,South,Technology
10,2015-01-31,472.13599999999997,First Class,Consumer,West,Furniture
10,2015-03-31,48.712,First Class,Consumer,West,Furniture
10,2015-07-31,43.02,First Class,Consumer,West,Furniture
10,2015-08-31,218.75,First Class,Consumer,West,Furniture
10,2015-10-31,1732.118,First Class,Consumer,West,Furniture
10,2015-11-30,1147.1899999999998,First Class,Consumer,West,Furniture
10,2015-12-31,294.32,First Class,Consumer,West,Furniture
10,2016-01-31,2803.92,First Class,Consumer,West,Furniture
10,2016-03-31,141.96,First Class,Consumer,West,Furniture
10,2016-07-31,398.445,First Class,Consumer,West,Furniture
10,2016-10-31,11.032,First Class,Consumer,West,Furniture
10,2017-04-30,194.352,First Class,Consumer,West,Furniture
10,2017-05-31,298.776,First Class,Consumer,West,Furniture
10,2017-06-30,1150.722,First Class,Consumer,West,Furniture
10,2017-07-31,1304.565,First Class,Consumer,West,Furniture
10,2017-10-31,194.848,First Class,Consumer,West,Furniture
10,2017-11-30,255.874,First Class,Consumer,West,Furniture
10,2017-12-31,111.9,First Class,Consumer,West,Furniture
10,2018-04-30,192.54399999999998,First Class,Consumer,West,Furniture
10,2018-05-31,124.991,First Class,Consumer,West,Furniture
10,2018-06-30,1212.96,First Class,Consumer,West,Furniture
10,2018-07-31,36.96,First Class,Consumer,West,Furniture
10,2018-08-31,963.5759999999999,First Class,Consumer,West,Furniture
10,2018-09-30,239.014,First Class,Consumer,West,Furniture
10,2018-10-31,1029.8880000000001,First Class,Consumer,West,Furniture
10,2018-11-30,139.92,First Class,Consumer,West,Furniture
10,2018-12-31,128.9,First Class,Consumer,West,Furniture
11,2015-01-31,197.124,First Class,Consumer,West,Office Supplies
11,2015-02-28,19.44,First Class,Consumer,West,Office Supplies
11,2015-03-31,260.88,First Class,Consumer,West,Office Supplies
11,2015-07-31,246.01599999999996,First Class,Consumer,West,Office Supplies
11,2015-08-31,22.352,First Class,Consumer,West,Office Supplies
11,2015-10-31,257.36,First Class,Consumer,West,Office Supplies
11,2015-11-30,85.97999999999999,First Class,Consumer,West,Office Supplies
11,2015-12-31,503.238,First Class,Consumer,West,Office Supplies
11,2016-03-31,10.9,First Class,Consumer,West,Office Supplies
11,2016-04-30,115.44,First Class,Consumer,West,Office Supplies
11,2016-05-31,120.884,First Class,Consumer,West,Office Supplies
11,2016-06-30,36.624,First Class,Consumer,West,Office Supplies
11,2016-07-31,12.945,First Class,Consumer,West,Office Supplies
11,2016-08-31,7.152,First Class,Consumer,West,Office Supplies
11,2016-09-30,512.2,First Class,Consumer,West,Office Supplies
11,2016-10-31,92.336,First Class,Consumer,West,Office Supplies
11,2016-11-30,64.641,First Class,Consumer,West,Office Supplies
11,2016-12-31,98.81800000000001,First Class,Consumer,West,Office Supplies
11,2017-01-31,496.26399999999995,First Class,Consumer,West,Office Supplies
11,2017-04-30,74.488,First Class,Consumer,West,Office Supplies
11,2017-05-31,30.64,First Class,Consumer,West,Office Supplies
11,2017-06-30,570.3240000000001,First Class,Consumer,West,Office Supplies
11,2017-07-31,88.80000000000001,First Class,Consumer,West,Office Supplies
11,2017-08-31,165.13,First Class,Consumer,West,Office Supplies
11,2017-09-30,112.11999999999999,First Class,Consumer,West,Office Supplies
11,2017-10-31,54.792,First Class,Consumer,West,Office Supplies
11,2017-11-30,2514.456,First Class,Consumer,West,Office Supplies
11,2017-12-31,11.328,First Class,Consumer,West,Office Supplies
11,2018-03-31,450.32400000000007,First Class,Consumer,West,Office Supplies
11,2018-04-30,202.298,First Class,Consumer,West,Office Supplies
11,2018-05-31,557.502,First Class,Consumer,West,Office Supplies
11,2018-06-30,1332.3540000000003,First Class,Consumer,West,Office Supplies
11,2018-07-31,205.252,First Class,Consumer,West,Office Supplies
11,2018-08-31,932.474,First Class,Consumer,West,Office Supplies
11,2018-09-30,304.692,First Class,Consumer,West,Office Supplies
11,2018-10-31,340.376,First Class,Consumer,West,Office Supplies
11,2018-11-30,500.52600000000007,First Class,Consumer,West,Office Supplies
11,2018-12-31,141.9,First Class,Consumer,West,Office Supplies
12,2015-04-30,1679.96,First Class,Consumer,West,Technology
12,2015-06-30,196.752,First Class,Consumer,West,Technology
12,2015-10-31,125.76,First Class,Consumer,West,Technology
12,2015-11-30,942.3900000000001,First Class,Consumer,West,Technology
12,2015-12-31,71.976,First Class,Consumer,West,Technology
12,2016-03-31,15.984,First Class,Consumer,West,Technology
12,2016-05-31,339.96,First Class,Consumer,West,Technology
12,2016-06-30,125.944,First Class,Consumer,West,Technology
12,2016-07-31,209.93,First Class,Consumer,West,Technology
12,2016-10-31,1129.8,First Class,Consumer,West,Technology
12,2016-12-31,1079.406,First Class,Consumer,West,Technology
12,2017-05-31,121.436,First Class,Consumer,West,Technology
12,2017-11-30,262.94100000000003,First Class,Consumer,West,Technology
12,2017-12-31,1649.95,First Class,Consumer,West,Technology
12,2018-03-31,15648.115999999998,First Class,Consumer,West,Technology
12,2018-04-30,563.54,First Class,Consumer,West,Technology
12,2018-05-31,647.0799999999999,First Class,Consumer,West,Technology
12,2018-06-30,62.31,First Class,Consumer,West,Technology
12,2018-08-31,431.968,First Class,Consumer,West,Technology
12,2018-09-30,824.202,First Class,Consumer,West,Technology
12,2018-11-30,272.368,First Class,Consumer,West,Technology
12,2018-12-31,849.326,First Class,Consumer,West,Technology
13,2015-01-31,141.96,First Class,Corporate,Central,Furniture
13,2016-03-31,1227.9984,First Class,Corporate,Central,Furniture
13,2016-05-31,22.288,First Class,Corporate,Central,Furniture
13,2016-09-30,4.928,First Class,Corporate,Central,Furniture
13,2017-03-31,563.43,First Class,Corporate,Central,Furniture
13,2017-07-31,528.43,First Class,Corporate,Central,Furniture
13,2017-08-31,1024.716,First Class,Corporate,Central,Furniture
13,2017-09-30,21.204,First Class,Corporate,Central,Furniture
13,2017-11-30,22.752,First Class,Corporate,Central,Furniture
13,2017-12-31,332.29200000000003,First Class,Corporate,Central,Furniture
13,2018-01-31,210.98,First Class,Corporate,Central,Furniture
13,2018-09-30,1059.788,First Class,Corporate,Central,Furniture
13,2018-11-30,892.841,First Class,Corporate,Central,Furniture
13,2018-12-31,9.708,First Class,Corporate,Central,Furniture
14,2015-01-31,10.68,First Class,Corporate,Central,Office Supplies
14,2015-04-30,101.728,First Class,Corporate,Central,Office Supplies
14,2015-09-30,68.71000000000001,First Class,Corporate,Central,Office Supplies
14,2015-10-31,386.34,First Class,Corporate,Central,Office Supplies
14,2015-11-30,121.134,First Class,Corporate,Central,Office Supplies
14,2015-12-31,257.048,First Class,Corporate,Central,Office Supplies
14,2016-03-31,107.168,First Class,Corporate,Central,Office Supplies
14,2016-05-31,54.736000000000004,First Class,Corporate,Central,Office Supplies
14,2016-08-31,27.216,First Class,Corporate,Central,Office Supplies
14,2016-12-31,34.02,First Class,Corporate,Central,Office Supplies
14,2017-03-31,82.724,First Class,Corporate,Central,Office Supplies
14,2017-04-30,15.712,First Class,Corporate,Central,Office Supplies
14,2017-07-31,41.472,First Class,Corporate,Central,Office Supplies
14,2017-09-30,548.3240000000001,First Class,Corporate,Central,Office Supplies
14,2017-11-30,485.924,First Class,Corporate,Central,Office Supplies
14,2017-12-31,6.924,First Class,Corporate,Central,Office Supplies
14,2018-03-31,33.62,First Class,Corporate,Central,Office Supplies
14,2018-04-30,20.736,First Class,Corporate,Central,Office Supplies
14,2018-06-30,744.648,First Class,Corporate,Central,Office Supplies
14,2018-07-31,67.304,First Class,Corporate,Central,Office Supplies
14,2018-08-31,129.75199999999998,First Class,Corporate,Central,Office Supplies
14,2018-09-30,143.19199999999998,First Class,Corporate,Central,Office Supplies
14,2018-10-31,909.12,First Class,Corporate,Central,Office Supplies
14,2018-11-30,222.83800000000002,First Class,Corporate,Central,Office Supplies
14,2018-12-31,28.488,First Class,Corporate,Central,Office Supplies
15,2016-03-31,569.24,First Class,Corporate,Central,Technology
15,2016-05-31,207.984,First Class,Corporate,Central,Technology
15,2016-09-30,1097.544,First Class,Corporate,Central,Technology
15,2017-02-28,69.93,First Class,Corporate,Central,Technology
15,2017-03-31,45.98,First Class,Corporate,Central,Technology
15,2017-04-30,369.576,First Class,Corporate,Central,Technology
15,2017-08-31,159.984,First Class,Corporate,Central,Technology
15,2017-11-30,34.95,First Class,Corporate,Central,Technology
15,2017-12-31,1097.544,First Class,Corporate,Central,Technology
15,2018-01-31,3059.982,First Class,Corporate,Central,Technology
15,2018-03-31,7.992,First Class,Corporate,Central,Technology
15,2018-04-30,47.976,First Class,Corporate,Central,Technology
15,2018-07-31,79.96,First Class,Corporate,Central,Technology
15,2018-08-31,153.584,First Class,Corporate,Central,Technology
15,2018-09-30,319.984,First Class,Corporate,Central,Technology
15,2018-10-31,39.984,First Class,Corporate,Central,Technology
15,2018-11-30,143.73,First Class,Corporate,Central,Technology
15,2018-12-31,116.312,First Class,Corporate,Central,Technology
16,2015-01-31,61.96,First Class,Corporate,East,Furniture
16,2015-08-31,13.28,First Class,Corporate,East,Furniture
16,2016-05-31,358.626,First Class,Corporate,East,Furniture
16,2016-07-31,651.188,First Class,Corporate,East,Furniture
16,2016-11-30,1448.82,First Class,Corporate,East,Furniture
16,2016-12-31,422.625,First Class,Corporate,East,Furniture
16,2017-02-28,135.8,First Class,Corporate,East,Furniture
16,2017-12-31,81.94,First Class,Corporate,East,Furniture
16,2018-03-31,207.846,First Class,Corporate,East,Furniture
16,2018-04-30,94.376,First Class,Corporate,East,Furniture
16,2018-05-31,261.96,First Class,Corporate,East,Furniture
16,2018-06-30,663.98,First Class,Corporate,East,Furniture
16,2018-08-31,462.564,First Class,Corporate,East,Furniture
16,2018-10-31,1717.508,First Class,Corporate,East,Furniture
16,2018-12-31,11.352,First Class,Corporate,East,Furniture
17,2015-03-31,10.5,First Class,Corporate,East,Office Supplies
17,2015-04-30,2.502,First Class,Corporate,East,Office Supplies
17,2015-05-31,301.49399999999997,First Class,Corporate,East,Office Supplies
17,2015-08-31,12.672,First Class,Corporate,East,Office Supplies
17,2015-09-30,33.552,First Class,Corporate,East,Office Supplies
17,2015-11-30,36.1,First Class,Corporate,East,Office Supplies
17,2015-12-31,639.26,First Class,Corporate,East,Office Supplies
17,2016-02-29,20.451,First Class,Corporate,East,Office Supplies
17,2016-05-31,8.04,First Class,Corporate,East,Office Supplies
17,2016-07-31,314.41999999999996,First Class,Corporate,East,Office Supplies
17,2016-08-31,127.69200000000001,First Class,Corporate,East,Office Supplies
17,2016-09-30,137.62,First Class,Corporate,East,Office Supplies
17,2016-11-30,224.93400000000003,First Class,Corporate,East,Office Supplies
17,2016-12-31,200.878,First Class,Corporate,East,Office Supplies
17,2017-01-31,27.21,First Class,Corporate,East,Office Supplies
17,2017-03-31,11.34,First Class,Corporate,East,Office Supplies
17,2017-04-30,46.843999999999994,First Class,Corporate,East,Office Supplies
17,2017-05-31,111.96,First Class,Corporate,East,Office Supplies
17,2017-06-30,64.784,First Class,Corporate,East,Office Supplies
17,2017-08-31,89.312,First Class,Corporate,East,Office Supplies
17,2017-09-30,64.096,First Class,Corporate,East,Office Supplies
17,2017-12-31,93.736,First Class,Corporate,East,Office Supplies
17,2018-02-28,99.76,First Class,Corporate,East,Office Supplies
17,2018-03-31,47.01,First Class,Corporate,East,Office Supplies
17,2018-04-30,509.13,First Class,Corporate,East,Office Supplies
17,2018-05-31,129.66,First Class,Corporate,East,Office Supplies
17,2018-06-30,30.69,First Class,Corporate,East,Office Supplies
17,2018-08-31,895.92,First Class,Corporate,East,Office Supplies
17,2018-09-30,419.211,First Class,Corporate,East,Office Supplies
17,2018-10-31,88.41999999999999,First Class,Corporate,East,Office Supplies
17,2018-11-30,11.22,First Class,Corporate,East,Office Supplies
17,2018-12-31,6.54,First Class,Corporate,East,Office Supplies
18,2015-05-31,464.0,First Class,Corporate,East,Technology
18,2015-12-31,34.77,First Class,Corporate,East,Technology
18,2016-07-31,1315.9,First Class,Corporate,East,Technology
18,2016-09-30,1000.4,First Class,Corporate,East,Technology
18,2016-11-30,188.94,First Class,Corporate,East,Technology
18,2017-05-31,839.988,First Class,Corporate,East,Technology
18,2017-09-30,43.6,First Class,Corporate,East,Technology
18,2018-02-28,59.97,First Class,Corporate,East,Technology
18,2018-03-31,469.99,First Class,Corporate,East,Technology
18,2018-04-30,69.98,First Class,Corporate,East,Technology
18,2018-05-31,89.97,First Class,Corporate,East,Technology
18,2018-11-30,1343.8090000000002,First Class,Corporate,East,Technology
19,2015-03-31,25.008,First Class,Corporate,South,Furniture
19,2015-07-31,232.73600000000002,First Class,Corporate,South,Furniture
19,2015-08-31,1232.06,First Class,Corporate,South,Furniture
19,2015-10-31,328.59,First Class,Corporate,South,Furniture
19,2016-06-30,1815.728,First Class,Corporate,South,Furniture
19,2016-07-31,159.84,First Class,Corporate,South,Furniture
19,2016-11-30,17.088,First Class,Corporate,South,Furniture
19,2016-12-31,97.424,First Class,Corporate,South,Furniture
19,2017-11-30,243.55200000000002,First Class,Corporate,South,Furniture
19,2018-04-30,127.95,First Class,Corporate,South,Furniture
19,2018-05-31,509.94,First Class,Corporate,South,Furniture
19,2018-07-31,872.94,First Class,Corporate,South,Furniture
19,2018-11-30,523.764,First Class,Corporate,South,Furniture
20,2015-01-31,12.78,First Class,Corporate,South,Office Supplies
20,2015-02-28,15.0,First Class,Corporate,South,Office Supplies
20,2015-03-31,71.53800000000001,First Class,Corporate,South,Office Supplies
20,2015-05-31,47.32,First Class,Corporate,South,Office Supplies
20,2015-07-31,9.81,First Class,Corporate,South,Office Supplies
20,2015-10-31,98.352,First Class,Corporate,South,Office Supplies
20,2015-11-30,9.96,First Class,Corporate,South,Office Supplies
20,2016-02-29,176.63,First Class,Corporate,South,Office Supplies
20,2016-06-30,1770.433,First Class,Corporate,South,Office Supplies
20,2016-07-31,12.283999999999999,First Class,Corporate,South,Office Supplies
20,2016-08-31,64.68,First Class,Corporate,South,Office Supplies
20,2016-11-30,860.07,First Class,Corporate,South,Office Supplies
20,2017-02-28,56.45,First Class,Corporate,South,Office Supplies
20,2017-03-31,31.4,First Class,Corporate,South,Office Supplies
20,2017-05-31,14.352,First Class,Corporate,South,Office Supplies
20,2017-06-30,224.9,First Class,Corporate,South,Office Supplies
20,2017-08-31,31.008,First Class,Corporate,South,Office Supplies
20,2017-09-30,87.28,First Class,Corporate,South,Office Supplies
