ts_id,date,total,Region,State,Purpose
2,2004-03-31,135.9060186,Adelaide,South Australia,Holiday
2,2004-06-30,112.9890536,Adelaide,South Australia,Holiday
2,2004-09-30,158.0570262,Adelaide,South Australia,Holiday
2,2004-12-31,141.6333769,Adelaide,South Australia,Holiday
2,2005-03-31,120.1251157,Adelaide,South Australia,Holiday
2,2005-06-30,160.774783,Adelaide,South Australia,Holiday
2,2005-09-30,149.0777328,Adelaide,South Australia,Holiday
2,2005-12-31,191.525738,Adelaide,South Australia,Holiday
2,2006-03-31,163.649515,Adelaide,South Australia,Holiday
2,2006-06-30,138.133273,Adelaide,South Australia,Holiday
2,2006-09-30,164.849392,Adelaide,South Australia,Holiday
2,2006-12-31,185.5543828,Adelaide,South Australia,Holiday
2,2007-03-31,180.6817518,Adelaide,South Australia,Holiday
2,2007-06-30,134.4982174,Adelaide,South Australia,Holiday
2,2007-09-30,155.604757,Adelaide,South Australia,Holiday
2,2007-12-31,181.779807,Adelaide,South Australia,Holiday
2,2008-03-31,147.5425818,Adelaide,South Australia,Holiday
2,2008-06-30,129.5127253,Adelaide,South Australia,Holiday
2,2008-09-30,152.0620509,Adelaide,South Australia,Holiday
2,2008-12-31,147.951753,Adelaide,South Australia,Holiday
2,2009-03-31,150.9474509,Adelaide,South Australia,Holiday
2,2009-06-30,157.6999575,Adelaide,South Australia,Holiday
2,2009-09-30,167.0237365,Adelaide,South Australia,Holiday
2,2009-12-31,190.0186267,Adelaide,South Australia,Holiday
2,2010-03-31,134.4421162,Adelaide,South Australia,Holiday
2,2010-06-30,108.0330401,Adelaide,South Australia,Holiday
2,2010-09-30,159.5471503,Adelaide,South Australia,Holiday
2,2010-12-31,169.8550653,Adelaide,South Australia,Holiday
2,2011-03-31,174.7726763,Adelaide,South Australia,Holiday
2,2011-06-30,109.4812806,Adelaide,South Australia,Holiday
2,2011-09-30,165.597184,Adelaide,South Australia,Holiday
2,2011-12-31,169.7142825,Adelaide,South Australia,Holiday
2,2012-03-31,124.6560046,Adelaide,South Australia,Holiday
2,2012-06-30,148.6707777,Adelaide,South Australia,Holiday
2,2012-09-30,153.7400777,Adelaide,South Australia,Holiday
2,2012-12-31,171.0331777,Adelaide,South Australia,Holiday
2,2013-03-31,127.9855815,Adelaide,South Australia,Holiday
2,2013-06-30,130.9978837,Adelaide,South Australia,Holiday
2,2013-09-30,118.0241892,Adelaide,South Australia,Holiday
2,2013-12-31,181.5294045,Adelaide,South Australia,Holiday
2,2014-03-31,159.832988,Adelaide,South Australia,Holiday
2,2014-06-30,130.2123061,Adelaide,South Australia,Holiday
2,2014-09-30,137.4820398,Adelaide,South Australia,Holiday
2,2014-12-31,214.2565621,Adelaide,South Australia,Holiday
2,2015-03-31,125.0024901,Adelaide,South Australia,Holiday
2,2015-06-30,130.510519,Adelaide,South Australia,Holiday
2,2015-09-30,180.5502086,Adelaide,South Australia,Holiday
2,2015-12-31,194.9879354,Adelaide,South Australia,Holiday
2,2016-03-31,177.1418065,Adelaide,South Australia,Holiday
2,2016-06-30,154.1169205,Adelaide,South Australia,Holiday
2,2016-09-30,147.1019643,Adelaide,South Australia,Holiday
3,1997-12-31,58.3626891,Adelaide,South Australia,Other
3,1998-03-31,39.4687353,Adelaide,South Australia,Other
3,1998-06-30,38.431629,Adelaide,South Australia,Other
3,1998-09-30,33.7915233,Adelaide,South Australia,Other
3,1998-12-31,25.9018459,Adelaide,South Australia,Other
3,1999-03-31,54.5493233,Adelaide,South Australia,Other
3,1999-06-30,28.7145367,Adelaide,South Australia,Other
3,1999-09-30,44.903216,Adelaide,South Australia,Other
3,1999-12-31,56.4463277,Adelaide,South Australia,Other
3,2000-03-31,80.9540403,Adelaide,South Australia,Other
3,2000-06-30,40.340643,Adelaide,South Australia,Other
3,2000-09-30,47.349627,Adelaide,South Australia,Other
3,2000-12-31,36.8334712,Adelaide,South Australia,Other
3,2001-03-31,65.0079823,Adelaide,South Australia,Other
3,2001-06-30,54.7317678,Adelaide,South Australia,Other
3,2001-09-30,56.2549271,Adelaide,South Australia,Other
3,2001-12-31,41.5928159,Adelaide,South Australia,Other
3,2002-03-31,36.6562369,Adelaide,South Australia,Other
3,2002-06-30,50.8411344,Adelaide,South Australia,Other
3,2002-09-30,43.8577248,Adelaide,South Australia,Other
3,2002-12-31,40.1157815,Adelaide,South Australia,Other
3,2003-03-31,64.3621483,Adelaide,South Australia,Other
3,2003-06-30,44.4441751,Adelaide,South Australia,Other
3,2003-09-30,43.3242303,Adelaide,South Australia,Other
3,2003-12-31,42.3108254,Adelaide,South Australia,Other
3,2004-03-31,56.0269055,Adelaide,South Australia,Other
3,2004-06-30,59.2224325,Adelaide,South Australia,Other
3,2004-09-30,57.6255736,Adelaide,South Australia,Other
3,2004-12-31,49.7870409,Adelaide,South Australia,Other
3,2005-03-31,49.2945724,Adelaide,South Australia,Other
3,2005-06-30,31.9925869,Adelaide,South Australia,Other
3,2005-09-30,55.8062237,Adelaide,South Australia,Other
3,2005-12-31,50.236464,Adelaide,South Australia,Other
3,2006-03-31,55.449475,Adelaide,South Australia,Other
3,2006-06-30,54.776388,Adelaide,South Australia,Other
3,2006-09-30,41.805042,Adelaide,South Australia,Other
3,2006-12-31,41.2923221,Adelaide,South Australia,Other
3,2007-03-31,49.9884623,Adelaide,South Australia,Other
3,2007-06-30,55.0872166,Adelaide,South Australia,Other
3,2007-09-30,51.7531199,Adelaide,South Australia,Other
3,2007-12-31,43.8686265,Adelaide,South Australia,Other
3,2008-03-31,37.5657883,Adelaide,South Australia,Other
3,2008-06-30,46.4611953,Adelaide,South Australia,Other
3,2008-09-30,44.106251,Adelaide,South Australia,Other
3,2008-12-31,52.0594965,Adelaide,South Australia,Other
3,2009-03-31,52.4399762,Adelaide,South Australia,Other
3,2009-06-30,56.0704944,Adelaide,South Australia,Other
3,2009-09-30,41.9836801,Adelaide,South Australia,Other
3,2009-12-31,43.76536,Adelaide,South Australia,Other
3,2010-03-31,55.7404317,Adelaide,South Australia,Other
3,2010-06-30,53.0696029,Adelaide,South Australia,Other
3,2010-09-30,55.3062409,Adelaide,South Australia,Other
3,2010-12-31,70.1165861,Adelaide,South Australia,Other
3,2011-03-31,56.6278031,Adelaide,South Australia,Other
3,2011-06-30,61.9101303,Adelaide,South Australia,Other
3,2011-09-30,57.9282548,Adelaide,South Australia,Other
3,2011-12-31,58.2204869,Adelaide,South Australia,Other
3,2012-03-31,88.1216209,Adelaide,South Australia,Other
3,2012-06-30,66.8339913,Adelaide,South Australia,Other
3,2012-09-30,42.2232428,Adelaide,South Australia,Other
3,2012-12-31,52.7758394,Adelaide,South Australia,Other
3,2013-03-31,52.4453248,Adelaide,South Australia,Other
3,2013-06-30,79.5717441,Adelaide,South Australia,Other
3,2013-09-30,101.7222527,Adelaide,South Australia,Other
3,2013-12-31,61.9746584,Adelaide,South Australia,Other
3,2014-03-31,66.2706781,Adelaide,South Australia,Other
3,2014-06-30,51.6426037,Adelaide,South Australia,Other
3,2014-09-30,68.0916207,Adelaide,South Australia,Other
3,2014-12-31,58.8773942,Adelaide,South Australia,Other
3,2015-03-31,69.6538907,Adelaide,South Australia,Other
3,2015-06-30,46.7824002,Adelaide,South Australia,Other
3,2015-09-30,40.8500667,Adelaide,South Australia,Other
3,2015-12-31,60.7569305,Adelaide,South Australia,Other
3,2016-03-31,80.4886879,Adelaide,South Australia,Other
3,2016-06-30,81.7148422,Adelaide,South Australia,Other
3,2016-09-30,83.5487847,Adelaide,South Australia,Other
4,1997-12-31,241.5561095,Adelaide,South Australia,Visiting
4,1998-03-31,170.1105142,Adelaide,South Australia,Visiting
4,1998-06-30,232.3488833,Adelaide,South Australia,Visiting
4,1998-09-30,180.9617928,Adelaide,South Australia,Visiting
4,1998-12-31,199.711846,Adelaide,South Australia,Visiting
4,1999-03-31,179.5662015,Adelaide,South Australia,Visiting
4,1999-06-30,203.9482412,Adelaide,South Australia,Visiting
4,1999-09-30,214.4801446,Adelaide,South Australia,Visiting
4,1999-12-31,251.7557851,Adelaide,South Australia,Visiting
4,2000-03-31,178.6629738,Adelaide,South Australia,Visiting
4,2000-06-30,147.5333628,Adelaide,South Australia,Visiting
4,2000-09-30,213.1198656,Adelaide,South Australia,Visiting
4,2000-12-31,239.9944022,Adelaide,South Australia,Visiting
4,2001-03-31,155.6012016,Adelaide,South Australia,Visiting
4,2001-06-30,162.7763442,Adelaide,South Australia,Visiting
4,2001-09-30,256.3846773,Adelaide,South Australia,Visiting
4,2001-12-31,198.208282,Adelaide,South Australia,Visiting
4,2002-03-31,250.1651577,Adelaide,South Australia,Visiting
4,2002-06-30,223.3220049,Adelaide,South Australia,Visiting
4,2002-09-30,189.6923009,Adelaide,South Australia,Visiting
4,2002-12-31,230.0463821,Adelaide,South Australia,Visiting
4,2003-03-31,173.4722393,Adelaide,South Australia,Visiting
4,2003-06-30,175.135268,Adelaide,South Australia,Visiting
4,2003-09-30,208.7591977,Adelaide,South Australia,Visiting
4,2003-12-31,265.7548591,Adelaide,South Australia,Visiting
4,2004-03-31,213.8409703,Adelaide,South Australia,Visiting
4,2004-06-30,183.408378,Adelaide,South Australia,Visiting
4,2004-09-30,231.7860383,Adelaide,South Australia,Visiting
4,2004-12-31,261.8095196,Adelaide,South Australia,Visiting
4,2005-03-31,176.1852599,Adelaide,South Australia,Visiting
4,2005-06-30,165.3942311,Adelaide,South Australia,Visiting
4,2005-09-30,182.0362393,Adelaide,South Australia,Visiting
4,2005-12-31,218.827553,Adelaide,South Australia,Visiting
4,2006-03-31,194.114447,Adelaide,South Australia,Visiting
4,2006-06-30,163.068442,Adelaide,South Australia,Visiting
4,2006-09-30,220.230351,Adelaide,South Australia,Visiting
4,2006-12-31,246.2381097,Adelaide,South Australia,Visiting
4,2007-03-31,220.738877,Adelaide,South Australia,Visiting
4,2007-06-30,188.9236406,Adelaide,South Australia,Visiting
4,2007-09-30,223.1513123,Adelaide,South Australia,Visiting
4,2007-12-31,243.6220677,Adelaide,South Australia,Visiting
4,2008-03-31,186.8657264,Adelaide,South Australia,Visiting
4,2008-06-30,179.00034,Adelaide,South Australia,Visiting
4,2008-09-30,218.8652874,Adelaide,South Australia,Visiting
4,2008-12-31,193.9363459,Adelaide,South Australia,Visiting
4,2009-03-31,166.5628643,Adelaide,South Australia,Visiting
4,2009-06-30,206.980141,Adelaide,South Australia,Visiting
4,2009-09-30,199.9165145,Adelaide,South Australia,Visiting
4,2009-12-31,177.3642501,Adelaide,South Australia,Visiting
4,2010-03-31,190.3976189,Adelaide,South Australia,Visiting
4,2010-06-30,136.6111544,Adelaide,South Australia,Visiting
4,2010-09-30,174.7713795,Adelaide,South Australia,Visiting
4,2010-12-31,213.8757276,Adelaide,South Australia,Visiting
4,2011-03-31,185.397534,Adelaide,South Australia,Visiting
4,2011-06-30,145.3488,Adelaide,South Australia,Visiting
4,2011-09-30,206.5681484,Adelaide,South Australia,Visiting
4,2011-12-31,177.4265611,Adelaide,South Australia,Visiting
4,2012-03-31,165.9582747,Adelaide,South Australia,Visiting
4,2012-06-30,174.4469643,Adelaide,South Australia,Visiting
4,2012-09-30,236.4678649,Adelaide,South Australia,Visiting
4,2012-12-31,177.7299619,Adelaide,South Australia,Visiting
4,2013-03-31,213.4183644,Adelaide,South Australia,Visiting
4,2013-06-30,197.1145928,Adelaide,South Australia,Visiting
4,2013-09-30,180.1940008,Adelaide,South Australia,Visiting
4,2013-12-31,231.4417583,Adelaide,South Australia,Visiting
4,2014-03-31,271.6676219,Adelaide,South Australia,Visiting
4,2014-06-30,150.1489141,Adelaide,South Australia,Visiting
4,2014-09-30,266.3051506,Adelaide,South Australia,Visiting
4,2014-12-31,215.3990872,Adelaide,South Australia,Visiting
4,2015-03-31,223.3509723,Adelaide,South Australia,Visiting
4,2015-06-30,190.545635,Adelaide,South Australia,Visiting
4,2015-09-30,260.6050131,Adelaide,South Australia,Visiting
4,2015-12-31,259.8811767,Adelaide,South Australia,Visiting
4,2016-03-31,219.1658594,Adelaide,South Australia,Visiting
4,2016-06-30,203.7540928,Adelaide,South Australia,Visiting
4,2016-09-30,251.2916838,Adelaide,South Australia,Visiting
5,1997-12-31,0.0,Adelaide Hills,South Australia,Business
5,1998-03-31,0.0,Adelaide Hills,South Australia,Business
5,1998-06-30,7.4175726,Adelaide Hills,South Australia,Business
5,1998-09-30,0.0,Adelaide Hills,South Australia,Business
5,1998-12-31,0.669801,Adelaide Hills,South Australia,Business
5,1999-03-31,0.9485634,Adelaide Hills,South Australia,Business
5,1999-06-30,0.0,Adelaide Hills,South Australia,Business
5,1999-09-30,0.0,Adelaide Hills,South Australia,Business
5,1999-12-31,0.0,Adelaide Hills,South Australia,Business
5,2000-03-31,0.6234467,Adelaide Hills,South Australia,Business
5,2000-06-30,4.9205512,Adelaide Hills,South Australia,Business
5,2000-09-30,7.2571081,Adelaide Hills,South Australia,Business
5,2000-12-31,0.0,Adelaide Hills,South Australia,Business
5,2001-03-31,5.4055598,Adelaide Hills,South Australia,Business
5,2001-06-30,1.8786155,Adelaide Hills,South Australia,Business
5,2001-09-30,0.9916063,Adelaide Hills,South Australia,Business
5,2001-12-31,0.0,Adelaide Hills,South Australia,Business
5,2002-03-31,2.2811975,Adelaide Hills,South Australia,Business
5,2002-06-30,0.0,Adelaide Hills,South Australia,Business
5,2002-09-30,0.0,Adelaide Hills,South Australia,Business
5,2002-12-31,0.0,Adelaide Hills,South Australia,Business
5,2003-03-31,2.265113,Adelaide Hills,South Australia,Business
5,2003-06-30,2.4946163,Adelaide Hills,South Australia,Business
5,2003-09-30,0.0,Adelaide Hills,South Australia,Business
5,2003-12-31,4.1064634,Adelaide Hills,South Australia,Business
5,2004-03-31,6.1167046,Adelaide Hills,South Australia,Business
5,2004-06-30,28.6015152,Adelaide Hills,South Australia,Business
5,2004-09-30,5.1464077,Adelaide Hills,South Australia,Business
5,2004-12-31,5.9550873,Adelaide Hills,South Australia,Business
5,2005-03-31,6.9998942,Adelaide Hills,South Australia,Business
5,2005-06-30,0.7188813,Adelaide Hills,South Australia,Business
5,2005-09-30,0.0,Adelaide Hills,South Australia,Business
5,2005-12-31,1.322368,Adelaide Hills,South Australia,Business
5,2006-03-31,1.348101,Adelaide Hills,South Australia,Business
5,2006-06-30,0.788043,Adelaide Hills,South Australia,Business
5,2006-09-30,2.58543,Adelaide Hills,South Australia,Business
5,2006-12-31,3.4910835,Adelaide Hills,South Australia,Business
5,2007-03-31,1.9444892,Adelaide Hills,South Australia,Business
5,2007-06-30,0.9550753,Adelaide Hills,South Australia,Business
5,2007-09-30,7.4194128,Adelaide Hills,South Australia,Business
5,2007-12-31,4.5110447,Adelaide Hills,South Australia,Business
5,2008-03-31,5.1827222,Adelaide Hills,South Australia,Business
5,2008-06-30,0.7745446,Adelaide Hills,South Australia,Business
5,2008-09-30,0.0,Adelaide Hills,South Australia,Business
5,2008-12-31,0.4740745,Adelaide Hills,South Australia,Business
5,2009-03-31,1.7390433,Adelaide Hills,South Australia,Business
5,2009-06-30,0.0,Adelaide Hills,South Australia,Business
5,2009-09-30,7.0883161,Adelaide Hills,South Australia,Business
5,2009-12-31,1.2614911,Adelaide Hills,South Australia,Business
5,2010-03-31,1.5545561,Adelaide Hills,South Australia,Business
5,2010-06-30,4.411182,Adelaide Hills,South Australia,Business
5,2010-09-30,0.7453911,Adelaide Hills,South Australia,Business
5,2010-12-31,0.8340089,Adelaide Hills,South Australia,Business
5,2011-03-31,1.486946,Adelaide Hills,South Australia,Business
5,2011-06-30,8.9171885,Adelaide Hills,South Australia,Business
5,2011-09-30,1.3575087,Adelaide Hills,South Australia,Business
5,2011-12-31,0.0,Adelaide Hills,South Australia,Business
5,2012-03-31,3.0112114,Adelaide Hills,South Australia,Business
5,2012-06-30,0.0,Adelaide Hills,South Australia,Business
5,2012-09-30,4.7733067,Adelaide Hills,South Australia,Business
5,2012-12-31,1.7713181,Adelaide Hills,South Australia,Business
5,2013-03-31,2.6677437,Adelaide Hills,South Australia,Business
5,2013-06-30,0.0,Adelaide Hills,South Australia,Business
5,2013-09-30,0.0,Adelaide Hills,South Australia,Business
5,2013-12-31,0.0,Adelaide Hills,South Australia,Business
5,2014-03-31,1.3273655,Adelaide Hills,South Australia,Business
5,2014-06-30,0.0,Adelaide Hills,South Australia,Business
5,2014-09-30,0.0,Adelaide Hills,South Australia,Business
5,2014-12-31,0.7312116,Adelaide Hills,South Australia,Business
5,2015-03-31,1.8651584,Adelaide Hills,South Australia,Business
5,2015-06-30,18.0812472,Adelaide Hills,South Australia,Business
5,2015-09-30,0.0,Adelaide Hills,South Australia,Business
5,2015-12-31,13.9097966,Adelaide Hills,South Australia,Business
5,2016-03-31,0.0,Adelaide Hills,South Australia,Business
5,2016-06-30,3.8583368,Adelaide Hills,South Australia,Business
5,2016-09-30,0.1173455,Adelaide Hills,South Australia,Business
6,1997-12-31,6.8104523,Adelaide Hills,South Australia,Holiday
6,1998-03-31,13.6720871,Adelaide Hills,South Australia,Holiday
6,1998-06-30,12.9211976,Adelaide Hills,South Australia,Holiday
6,1998-09-30,18.1373877,Adelaide Hills,South Australia,Holiday
6,1998-12-31,10.9051648,Adelaide Hills,South Australia,Holiday
6,1999-03-31,16.7807442,Adelaide Hills,South Australia,Holiday
6,1999-06-30,6.9177303,Adelaide Hills,South Australia,Holiday
6,1999-09-30,9.7011935,Adelaide Hills,South Australia,Holiday
6,1999-12-31,15.0217047,Adelaide Hills,South Australia,Holiday
6,2000-03-31,15.0266245,Adelaide Hills,South Australia,Holiday
6,2000-06-30,35.7513371,Adelaide Hills,South Australia,Holiday
6,2000-09-30,6.9048294,Adelaide Hills,South Australia,Holiday
6,2000-12-31,0.0,Adelaide Hills,South Australia,Holiday
6,2001-03-31,8.5686541,Adelaide Hills,South Australia,Holiday
6,2001-06-30,6.8432419,Adelaide Hills,South Australia,Holiday
6,2001-09-30,2.0958331,Adelaide Hills,South Australia,Holiday
6,2001-12-31,10.0677382,Adelaide Hills,South Australia,Holiday
6,2002-03-31,13.9655569,Adelaide Hills,South Australia,Holiday
6,2002-06-30,8.210802,Adelaide Hills,South Australia,Holiday
6,2002-09-30,11.2447404,Adelaide Hills,South Australia,Holiday
6,2002-12-31,7.6936875,Adelaide Hills,South Australia,Holiday
6,2003-03-31,1.2393061,Adelaide Hills,South Australia,Holiday
6,2003-06-30,8.1428229,Adelaide Hills,South Australia,Holiday
6,2003-09-30,2.7774158,Adelaide Hills,South Australia,Holiday
6,2003-12-31,20.6068023,Adelaide Hills,South Australia,Holiday
6,2004-03-31,4.0609206,Adelaide Hills,South Australia,Holiday
6,2004-06-30,16.159782,Adelaide Hills,South Australia,Holiday
6,2004-09-30,8.492838,Adelaide Hills,South Australia,Holiday
6,2004-12-31,9.0009987,Adelaide Hills,South Australia,Holiday
6,2005-03-31,7.2371547,Adelaide Hills,South Australia,Holiday
6,2005-06-30,6.4905447,Adelaide Hills,South Australia,Holiday
6,2005-09-30,3.5300866,Adelaide Hills,South Australia,Holiday
6,2005-12-31,9.258452,Adelaide Hills,South Australia,Holiday
6,2006-03-31,6.678015,Adelaide Hills,South Australia,Holiday
6,2006-06-30,5.770516,Adelaide Hills,South Australia,Holiday
6,2006-09-30,5.642634,Adelaide Hills,South Australia,Holiday
6,2006-12-31,7.783172,Adelaide Hills,South Australia,Holiday
6,2007-03-31,5.2993434,Adelaide Hills,South Australia,Holiday
6,2007-06-30,4.8560908,Adelaide Hills,South Australia,Holiday
6,2007-09-30,12.3934947,Adelaide Hills,South Australia,Holiday
6,2007-12-31,4.7703495,Adelaide Hills,South Australia,Holiday
6,2008-03-31,8.3249579,Adelaide Hills,South Australia,Holiday
6,2008-06-30,8.5390942,Adelaide Hills,South Australia,Holiday
6,2008-09-30,7.9047397,Adelaide Hills,South Australia,Holiday
6,2008-12-31,6.7295009,Adelaide Hills,South Australia,Holiday
6,2009-03-31,3.7608167,Adelaide Hills,South Australia,Holiday
6,2009-06-30,6.5875964,Adelaide Hills,South Australia,Holiday
6,2009-09-30,11.9245373,Adelaide Hills,South Australia,Holiday
6,2009-12-31,2.5127822,Adelaide Hills,South Australia,Holiday
6,2010-03-31,5.2512939,Adelaide Hills,South Australia,Holiday
6,2010-06-30,6.7521319,Adelaide Hills,South Australia,Holiday
6,2010-09-30,13.1153901,Adelaide Hills,South Australia,Holiday
6,2010-12-31,6.3379975,Adelaide Hills,South Australia,Holiday
6,2011-03-31,8.0623412,Adelaide Hills,South Australia,Holiday
6,2011-06-30,5.6189895,Adelaide Hills,South Australia,Holiday
6,2011-09-30,16.751851,Adelaide Hills,South Australia,Holiday
6,2011-12-31,4.6416648,Adelaide Hills,South Australia,Holiday
6,2012-03-31,22.0608883,Adelaide Hills,South Australia,Holiday
6,2012-06-30,4.7464807,Adelaide Hills,South Australia,Holiday
6,2012-09-30,4.9041933,Adelaide Hills,South Australia,Holiday
6,2012-12-31,2.9074736,Adelaide Hills,South Australia,Holiday
6,2013-03-31,24.2493715,Adelaide Hills,South Australia,Holiday
6,2013-06-30,13.6249076,Adelaide Hills,South Australia,Holiday
6,2013-09-30,15.584661,Adelaide Hills,South Australia,Holiday
6,2013-12-31,13.1612756,Adelaide Hills,South Australia,Holiday
6,2014-03-31,19.9885048,Adelaide Hills,South Australia,Holiday
6,2014-06-30,4.2122145,Adelaide Hills,South Australia,Holiday
6,2014-09-30,4.1815956,Adelaide Hills,South Australia,Holiday
6,2014-12-31,12.0771581,Adelaide Hills,South Australia,Holiday
6,2015-03-31,26.4468084,Adelaide Hills,South Australia,Holiday
6,2015-06-30,18.9311208,Adelaide Hills,South Australia,Holiday
6,2015-09-30,20.767052,Adelaide Hills,South Australia,Holiday
6,2015-12-31,21.6138858,Adelaide Hills,South Australia,Holiday
6,2016-03-31,11.2939838,Adelaide Hills,South Australia,Holiday
