ts_id,date,total,State,Gender,Legal,Indigenous
8,2016-12-31,210,ACT,Male,Sentenced,Non-ATSI
9,2005-03-31,51,NSW,Female,Remanded,ATSI
9,2005-06-30,53,NSW,Female,Remanded,ATSI
9,2005-09-30,53,NSW,Female,Remanded,ATSI
9,2005-12-31,48,NSW,Female,Remanded,ATSI
9,2006-03-31,55,NSW,Female,Remanded,ATSI
9,2006-06-30,53,NSW,Female,Remanded,ATSI
9,2006-09-30,53,NSW,Female,Remanded,ATSI
9,2006-12-31,64,NSW,Female,Remanded,ATSI
9,2007-03-31,58,NSW,Female,Remanded,ATSI
9,2007-06-30,54,NSW,Female,Remanded,ATSI
9,2007-09-30,63,NSW,Female,Remanded,ATSI
9,2007-12-31,56,NSW,Female,Remanded,ATSI
9,2008-03-31,59,NSW,Female,Remanded,ATSI
9,2008-06-30,64,NSW,Female,Remanded,ATSI
9,2008-09-30,49,NSW,Female,Remanded,ATSI
9,2008-12-31,55,NSW,Female,Remanded,ATSI
9,2009-03-31,63,NSW,Female,Remanded,ATSI
9,2009-06-30,59,NSW,Female,Remanded,ATSI
9,2009-09-30,58,NSW,Female,Remanded,ATSI
9,2009-12-31,51,NSW,Female,Remanded,ATSI
9,2010-03-31,64,NSW,Female,Remanded,ATSI
9,2010-06-30,54,NSW,Female,Remanded,ATSI
9,2010-09-30,49,NSW,Female,Remanded,ATSI
9,2010-12-31,54,NSW,Female,Remanded,ATSI
9,2011-03-31,57,NSW,Female,Remanded,ATSI
9,2011-06-30,58,NSW,Female,Remanded,ATSI
9,2011-09-30,68,NSW,Female,Remanded,ATSI
9,2011-12-31,58,NSW,Female,Remanded,ATSI
9,2012-03-31,59,NSW,Female,Remanded,ATSI
9,2012-06-30,63,NSW,Female,Remanded,ATSI
9,2012-09-30,71,NSW,Female,Remanded,ATSI
9,2012-12-31,80,NSW,Female,Remanded,ATSI
9,2013-03-31,92,NSW,Female,Remanded,ATSI
9,2013-06-30,85,NSW,Female,Remanded,ATSI
9,2013-09-30,82,NSW,Female,Remanded,ATSI
9,2013-12-31,89,NSW,Female,Remanded,ATSI
9,2014-03-31,94,NSW,Female,Remanded,ATSI
9,2014-06-30,93,NSW,Female,Remanded,ATSI
9,2014-09-30,70,NSW,Female,Remanded,ATSI
9,2014-12-31,72,NSW,Female,Remanded,ATSI
9,2015-03-31,95,NSW,Female,Remanded,ATSI
9,2015-06-30,106,NSW,Female,Remanded,ATSI
9,2015-09-30,102,NSW,Female,Remanded,ATSI
9,2015-12-31,97,NSW,Female,Remanded,ATSI
9,2016-03-31,107,NSW,Female,Remanded,ATSI
9,2016-06-30,132,NSW,Female,Remanded,ATSI
9,2016-09-30,127,NSW,Female,Remanded,ATSI
9,2016-12-31,126,NSW,Female,Remanded,ATSI
10,2005-03-31,131,NSW,Female,Remanded,Non-ATSI
10,2005-06-30,138,NSW,Female,Remanded,Non-ATSI
10,2005-09-30,133,NSW,Female,Remanded,Non-ATSI
10,2005-12-31,124,NSW,Female,Remanded,Non-ATSI
10,2006-03-31,136,NSW,Female,Remanded,Non-ATSI
10,2006-06-30,141,NSW,Female,Remanded,Non-ATSI
10,2006-09-30,149,NSW,Female,Remanded,Non-ATSI
10,2006-12-31,154,NSW,Female,Remanded,Non-ATSI
10,2007-03-31,159,NSW,Female,Remanded,Non-ATSI
10,2007-06-30,155,NSW,Female,Remanded,Non-ATSI
10,2007-09-30,148,NSW,Female,Remanded,Non-ATSI
10,2007-12-31,143,NSW,Female,Remanded,Non-ATSI
10,2008-03-31,140,NSW,Female,Remanded,Non-ATSI
10,2008-06-30,144,NSW,Female,Remanded,Non-ATSI
10,2008-09-30,152,NSW,Female,Remanded,Non-ATSI
10,2008-12-31,153,NSW,Female,Remanded,Non-ATSI
10,2009-03-31,171,NSW,Female,Remanded,Non-ATSI
10,2009-06-30,177,NSW,Female,Remanded,Non-ATSI
10,2009-09-30,164,NSW,Female,Remanded,Non-ATSI
10,2009-12-31,156,NSW,Female,Remanded,Non-ATSI
10,2010-03-31,153,NSW,Female,Remanded,Non-ATSI
10,2010-06-30,163,NSW,Female,Remanded,Non-ATSI
10,2010-09-30,144,NSW,Female,Remanded,Non-ATSI
10,2010-12-31,139,NSW,Female,Remanded,Non-ATSI
10,2011-03-31,135,NSW,Female,Remanded,Non-ATSI
10,2011-06-30,143,NSW,Female,Remanded,Non-ATSI
10,2011-09-30,133,NSW,Female,Remanded,Non-ATSI
10,2011-12-31,135,NSW,Female,Remanded,Non-ATSI
10,2012-03-31,149,NSW,Female,Remanded,Non-ATSI
10,2012-06-30,141,NSW,Female,Remanded,Non-ATSI
10,2012-09-30,145,NSW,Female,Remanded,Non-ATSI
10,2012-12-31,134,NSW,Female,Remanded,Non-ATSI
10,2013-03-31,139,NSW,Female,Remanded,Non-ATSI
10,2013-06-30,142,NSW,Female,Remanded,Non-ATSI
10,2013-09-30,150,NSW,Female,Remanded,Non-ATSI
