ts_id,date,total,store,item
3,2017-01-31,788,S1,I3
3,2017-02-28,777,S1,I3
3,2017-03-31,1023,S1,I3
3,2017-04-30,1207,S1,I3
3,2017-05-31,1387,S1,I3
3,2017-06-30,1356,S1,I3
3,2017-07-31,1501,S1,I3
3,2017-08-31,1278,S1,I3
3,2017-09-30,1200,S1,I3
3,2017-10-31,1100,S1,I3
3,2017-11-30,1156,S1,I3
3,2017-12-31,873,S1,I3
4,2013-01-31,346,S1,I4
4,2013-02-28,340,S1,I4
4,2013-03-31,467,S1,I4
4,2013-04-30,514,S1,I4
4,2013-05-31,632,S1,I4
4,2013-06-30,599,S1,I4
4,2013-07-31,626,S1,I4
4,2013-08-31,580,S1,I4
4,2013-09-30,554,S1,I4
4,2013-10-31,475,S1,I4
4,2013-11-30,519,S1,I4
4,2013-12-31,393,S1,I4
4,2014-01-31,366,S1,I4
4,2014-02-28,415,S1,I4
4,2014-03-31,524,S1,I4
4,2014-04-30,631,S1,I4
4,2014-05-31,645,S1,I4
4,2014-06-30,693,S1,I4
4,2014-07-31,791,S1,I4
4,2014-08-31,705,S1,I4
4,2014-09-30,605,S1,I4
4,2014-10-31,541,S1,I4
4,2014-11-30,640,S1,I4
4,2014-12-31,474,S1,I4
4,2015-01-31,454,S1,I4
4,2015-02-28,407,S1,I4
4,2015-03-31,552,S1,I4
4,2015-04-30,666,S1,I4
4,2015-05-31,732,S1,I4
4,2015-06-30,686,S1,I4
4,2015-07-31,783,S1,I4
4,2015-08-31,691,S1,I4
4,2015-09-30,650,S1,I4
4,2015-10-31,604,S1,I4
4,2015-11-30,605,S1,I4
4,2015-12-31,461,S1,I4
4,2016-01-31,447,S1,I4
4,2016-02-29,491,S1,I4
4,2016-03-31,594,S1,I4
4,2016-04-30,706,S1,I4
4,2016-05-31,779,S1,I4
4,2016-06-30,810,S1,I4
4,2016-07-31,856,S1,I4
4,2016-08-31,739,S1,I4
4,2016-09-30,689,S1,I4
4,2016-10-31,687,S1,I4
4,2016-11-30,643,S1,I4
4,2016-12-31,555,S1,I4
4,2017-01-31,488,S1,I4
4,2017-02-28,464,S1,I4
4,2017-03-31,622,S1,I4
4,2017-04-30,724,S1,I4
4,2017-05-31,742,S1,I4
4,2017-06-30,814,S1,I4
4,2017-07-31,917,S1,I4
4,2017-08-31,780,S1,I4
4,2017-09-30,649,S1,I4
4,2017-10-31,680,S1,I4
4,2017-11-30,701,S1,I4
4,2017-12-31,497,S1,I4
5,2013-01-31,276,S1,I5
5,2013-02-28,276,S1,I5
5,2013-03-31,378,S1,I5
5,2013-04-30,417,S1,I5
5,2013-05-31,497,S1,I5
5,2013-06-30,497,S1,I5
5,2013-07-31,519,S1,I5
5,2013-08-31,508,S1,I5
5,2013-09-30,430,S1,I5
5,2013-10-31,426,S1,I5
5,2013-11-30,422,S1,I5
5,2013-12-31,356,S1,I5
5,2014-01-31,330,S1,I5
5,2014-02-28,314,S1,I5
5,2014-03-31,472,S1,I5
5,2014-04-30,516,S1,I5
5,2014-05-31,598,S1,I5
5,2014-06-30,565,S1,I5
5,2014-07-31,634,S1,I5
5,2014-08-31,589,S1,I5
5,2014-09-30,473,S1,I5
5,2014-10-31,465,S1,I5
5,2014-11-30,501,S1,I5
5,2014-12-31,343,S1,I5
5,2015-01-31,367,S1,I5
5,2015-02-28,335,S1,I5
5,2015-03-31,470,S1,I5
5,2015-04-30,495,S1,I5
5,2015-05-31,559,S1,I5
5,2015-06-30,614,S1,I5
5,2015-07-31,632,S1,I5
5,2015-08-31,616,S1,I5
5,2015-09-30,511,S1,I5
5,2015-10-31,486,S1,I5
5,2015-11-30,509,S1,I5
5,2015-12-31,380,S1,I5
5,2016-01-31,413,S1,I5
5,2016-02-29,417,S1,I5
5,2016-03-31,515,S1,I5
5,2016-04-30,581,S1,I5
5,2016-05-31,619,S1,I5
5,2016-06-30,643,S1,I5
5,2016-07-31,744,S1,I5
5,2016-08-31,655,S1,I5
5,2016-09-30,584,S1,I5
5,2016-10-31,565,S1,I5
5,2016-11-30,559,S1,I5
5,2016-12-31,440,S1,I5
5,2017-01-31,407,S1,I5
5,2017-02-28,432,S1,I5
5,2017-03-31,512,S1,I5
5,2017-04-30,633,S1,I5
5,2017-05-31,653,S1,I5
5,2017-06-30,686,S1,I5
5,2017-07-31,699,S1,I5
5,2017-08-31,637,S1,I5
5,2017-09-30,589,S1,I5
5,2017-10-31,565,S1,I5
5,2017-11-30,575,S1,I5
5,2017-12-31,436,S1,I5
6,2013-01-31,910,S1,I6
6,2013-02-28,895,S1,I6
6,2013-03-31,1233,S1,I6
6,2013-04-30,1432,S1,I6
6,2013-05-31,1567,S1,I6
6,2013-06-30,1620,S1,I6
6,2013-07-31,1755,S1,I6
6,2013-08-31,1573,S1,I6
6,2013-09-30,1413,S1,I6
6,2013-10-31,1371,S1,I6
6,2013-11-30,1382,S1,I6
6,2013-12-31,1031,S1,I6
6,2014-01-31,1042,S1,I6
6,2014-02-28,1089,S1,I6
6,2014-03-31,1460,S1,I6
6,2014-04-30,1611,S1,I6
6,2014-05-31,1763,S1,I6
6,2014-06-30,1811,S1,I6
6,2014-07-31,2041,S1,I6
6,2014-08-31,1808,S1,I6
6,2014-09-30,1599,S1,I6
6,2014-10-31,1519,S1,I6
6,2014-11-30,1604,S1,I6
6,2014-12-31,1151,S1,I6
6,2015-01-31,1091,S1,I6
6,2015-02-28,1116,S1,I6
6,2015-03-31,1464,S1,I6
6,2015-04-30,1623,S1,I6
6,2015-05-31,1939,S1,I6
6,2015-06-30,1852,S1,I6
6,2015-07-31,2055,S1,I6
6,2015-08-31,1823,S1,I6
6,2015-09-30,1675,S1,I6
6,2015-10-31,1594,S1,I6
6,2015-11-30,1590,S1,I6
6,2015-12-31,1228,S1,I6
6,2016-01-31,1245,S1,I6
6,2016-02-29,1302,S1,I6
6,2016-03-31,1706,S1,I6
6,2016-04-30,1829,S1,I6
6,2016-05-31,2021,S1,I6
6,2016-06-30,2018,S1,I6
6,2016-07-31,2379,S1,I6
6,2016-08-31,2047,S1,I6
6,2016-09-30,1836,S1,I6
6,2016-10-31,1809,S1,I6
6,2016-11-30,1801,S1,I6
6,2016-12-31,1382,S1,I6
6,2017-01-31,1283,S1,I6
6,2017-02-28,1265,S1,I6
6,2017-03-31,1732,S1,I6
6,2017-04-30,1927,S1,I6
6,2017-05-31,2053,S1,I6
6,2017-06-30,2047,S1,I6
6,2017-07-31,2369,S1,I6
6,2017-08-31,2092,S1,I6
6,2017-09-30,1838,S1,I6
6,2017-10-31,1773,S1,I6
6,2017-11-30,1921,S1,I6
6,2017-12-31,1484,S1,I6
7,2013-01-31,931,S1,I7
7,2013-02-28,941,S1,I7
7,2013-03-31,1291,S1,I7
7,2013-04-30,1386,S1,I7
7,2013-05-31,1626,S1,I7
7,2013-06-30,1573,S1,I7
7,2013-07-31,1709,S1,I7
7,2013-08-31,1562,S1,I7
7,2013-09-30,1416,S1,I7
7,2013-10-31,1401,S1,I7
7,2013-11-30,1422,S1,I7
7,2013-12-31,1035,S1,I7
7,2014-01-31,1076,S1,I7
7,2014-02-28,1004,S1,I7
7,2014-03-31,1363,S1,I7
7,2014-04-30,1588,S1,I7
7,2014-05-31,1793,S1,I7
7,2014-06-30,1819,S1,I7
7,2014-07-31,1976,S1,I7
7,2014-08-31,1824,S1,I7
7,2014-09-30,1592,S1,I7
7,2014-10-31,1506,S1,I7
7,2014-11-30,1581,S1,I7
7,2014-12-31,1121,S1,I7
7,2015-01-31,1086,S1,I7
7,2015-02-28,1111,S1,I7
7,2015-03-31,1452,S1,I7
7,2015-04-30,1726,S1,I7
7,2015-05-31,1930,S1,I7
7,2015-06-30,1938,S1,I7
7,2015-07-31,2132,S1,I7
7,2015-08-31,1881,S1,I7
7,2015-09-30,1590,S1,I7
7,2015-10-31,1665,S1,I7
7,2015-11-30,1665,S1,I7
7,2015-12-31,1231,S1,I7
7,2016-01-31,1167,S1,I7
7,2016-02-29,1228,S1,I7
7,2016-03-31,1662,S1,I7
7,2016-04-30,1883,S1,I7
7,2016-05-31,1978,S1,I7
7,2016-06-30,2067,S1,I7
7,2016-07-31,2303,S1,I7
7,2016-08-31,1944,S1,I7
7,2016-09-30,1778,S1,I7
7,2016-10-31,1763,S1,I7
7,2016-11-30,1801,S1,I7
7,2016-12-31,1298,S1,I7
7,2017-01-31,1221,S1,I7
7,2017-02-28,1246,S1,I7
7,2017-03-31,1630,S1,I7
7,2017-04-30,1852,S1,I7
7,2017-05-31,2056,S1,I7
7,2017-06-30,2222,S1,I7
7,2017-07-31,2354,S1,I7
7,2017-08-31,2017,S1,I7
7,2017-09-30,1903,S1,I7
7,2017-10-31,1823,S1,I7
7,2017-11-30,1857,S1,I7
7,2017-12-31,1387,S1,I7
8,2013-01-31,1233,S1,I8
8,2013-02-28,1231,S1,I8
8,2013-03-31,1636,S1,I8
8,2013-04-30,1857,S1,I8
8,2013-05-31,2102,S1,I8
8,2013-06-30,2092,S1,I8
8,2013-07-31,2201,S1,I8
8,2013-08-31,1975,S1,I8
8,2013-09-30,1868,S1,I8
8,2013-10-31,1734,S1,I8
8,2013-11-30,1848,S1,I8
8,2013-12-31,1335,S1,I8
8,2014-01-31,1402,S1,I8
8,2014-02-28,1460,S1,I8
8,2014-03-31,1832,S1,I8
8,2014-04-30,2103,S1,I8
8,2014-05-31,2264,S1,I8
8,2014-06-30,2460,S1,I8
8,2014-07-31,2578,S1,I8
8,2014-08-31,2301,S1,I8
8,2014-09-30,2128,S1,I8
8,2014-10-31,2060,S1,I8
8,2014-11-30,2191,S1,I8
8,2014-12-31,1500,S1,I8
8,2015-01-31,1495,S1,I8
8,2015-02-28,1443,S1,I8
8,2015-03-31,2003,S1,I8
8,2015-04-30,2179,S1,I8
8,2015-05-31,2335,S1,I8
8,2015-06-30,2524,S1,I8
8,2015-07-31,2702,S1,I8
8,2015-08-31,2455,S1,I8
8,2015-09-30,2199,S1,I8
8,2015-10-31,2109,S1,I8
8,2015-11-30,2162,S1,I8
8,2015-12-31,1694,S1,I8
8,2016-01-31,1602,S1,I8
8,2016-02-29,1673,S1,I8
8,2016-03-31,2172,S1,I8
8,2016-04-30,2428,S1,I8
8,2016-05-31,2611,S1,I8
8,2016-06-30,2678,S1,I8
8,2016-07-31,3032,S1,I8
8,2016-08-31,2587,S1,I8
8,2016-09-30,2317,S1,I8
8,2016-10-31,2319,S1,I8
8,2016-11-30,2296,S1,I8
8,2016-12-31,1859,S1,I8
8,2017-01-31,1616,S1,I8
8,2017-02-28,1600,S1,I8
8,2017-03-31,2199,S1,I8
8,2017-04-30,2496,S1,I8
8,2017-05-31,2708,S1,I8
8,2017-06-30,2937,S1,I8
8,2017-07-31,3045,S1,I8
8,2017-08-31,2735,S1,I8
8,2017-09-30,2547,S1,I8
8,2017-10-31,2378,S1,I8
8,2017-11-30,2458,S1,I8
8,2017-12-31,1872,S1,I8
9,2013-01-31,787,S1,I9
9,2013-02-28,808,S1,I9
9,2013-03-31,1144,S1,I9
9,2013-04-30,1205,S1,I9
9,2013-05-31,1366,S1,I9
9,2013-06-30,1444,S1,I9
9,2013-07-31,1547,S1,I9
9,2013-08-31,1368,S1,I9
9,2013-09-30,1237,S1,I9
9,2013-10-31,1162,S1,I9
9,2013-11-30,1237,S1,I9
9,2013-12-31,896,S1,I9
9,2014-01-31,907,S1,I9
9,2014-02-28,927,S1,I9
9,2014-03-31,1267,S1,I9
9,2014-04-30,1376,S1,I9
9,2014-05-31,1610,S1,I9
9,2014-06-30,1604,S1,I9
9,2014-07-31,1758,S1,I9
9,2014-08-31,1542,S1,I9
9,2014-09-30,1406,S1,I9
9,2014-10-31,1337,S1,I9
9,2014-11-30,1444,S1,I9
9,2014-12-31,1043,S1,I9
9,2015-01-31,1022,S1,I9
9,2015-02-28,929,S1,I9
9,2015-03-31,1266,S1,I9
9,2015-04-30,1496,S1,I9
9,2015-05-31,1674,S1,I9
9,2015-06-30,1725,S1,I9
9,2015-07-31,1875,S1,I9
9,2015-08-31,1621,S1,I9
9,2015-09-30,1436,S1,I9
9,2015-10-31,1457,S1,I9
9,2015-11-30,1417,S1,I9
9,2015-12-31,1071,S1,I9
9,2016-01-31,1038,S1,I9
9,2016-02-29,1146,S1,I9
9,2016-03-31,1379,S1,I9
9,2016-04-30,1665,S1,I9
9,2016-05-31,1812,S1,I9
9,2016-06-30,1803,S1,I9
9,2016-07-31,2001,S1,I9
9,2016-08-31,1820,S1,I9
9,2016-09-30,1627,S1,I9
9,2016-10-31,1590,S1,I9
9,2016-11-30,1562,S1,I9
9,2016-12-31,1137,S1,I9
9,2017-01-31,1106,S1,I9
9,2017-02-28,1158,S1,I9
9,2017-03-31,1452,S1,I9
9,2017-04-30,1673,S1,I9
9,2017-05-31,1731,S1,I9
9,2017-06-30,1831,S1,I9
9,2017-07-31,2101,S1,I9
9,2017-08-31,1841,S1,I9
9,2017-09-30,1707,S1,I9
9,2017-10-31,1520,S1,I9
9,2017-11-30,1615,S1,I9
9,2017-12-31,1192,S1,I9
10,2013-01-31,1121,S1,I10
10,2013-02-28,1132,S1,I10
10,2013-03-31,1599,S1,I10
10,2013-04-30,1717,S1,I10
10,2013-05-31,1825,S1,I10
10,2013-06-30,2031,S1,I10
10,2013-07-31,2083,S1,I10
10,2013-08-31,1894,S1,I10
10,2013-09-30,1761,S1,I10
10,2013-10-31,1795,S1,I10
10,2013-11-30,1771,S1,I10
10,2013-12-31,1259,S1,I10
10,2014-01-31,1375,S1,I10
10,2014-02-28,1372,S1,I10
10,2014-03-31,1767,S1,I10
10,2014-04-30,1996,S1,I10
10,2014-05-31,2230,S1,I10
10,2014-06-30,2223,S1,I10
10,2014-07-31,2503,S1,I10
10,2014-08-31,2288,S1,I10
10,2014-09-30,2047,S1,I10
10,2014-10-31,1946,S1,I10
10,2014-11-30,2118,S1,I10
10,2014-12-31,1439,S1,I10
10,2015-01-31,1450,S1,I10
10,2015-02-28,1357,S1,I10
10,2015-03-31,1814,S1,I10
10,2015-04-30,2060,S1,I10
10,2015-05-31,2447,S1,I10
10,2015-06-30,2416,S1,I10
10,2015-07-31,2604,S1,I10
10,2015-08-31,2378,S1,I10
10,2015-09-30,2112,S1,I10
10,2015-10-31,2054,S1,I10
10,2015-11-30,2053,S1,I10
10,2015-12-31,1519,S1,I10
10,2016-01-31,1566,S1,I10
10,2016-02-29,1572,S1,I10
10,2016-03-31,2025,S1,I10
10,2016-04-30,2313,S1,I10
10,2016-05-31,2505,S1,I10
10,2016-06-30,2504,S1,I10
10,2016-07-31,2882,S1,I10
10,2016-08-31,2446,S1,I10
10,2016-09-30,2232,S1,I10
10,2016-10-31,2140,S1,I10
10,2016-11-30,2262,S1,I10
10,2016-12-31,1667,S1,I10
10,2017-01-31,1644,S1,I10
10,2017-02-28,1551,S1,I10
10,2017-03-31,2074,S1,I10
10,2017-04-30,2466,S1,I10
10,2017-05-31,2594,S1,I10
10,2017-06-30,2644,S1,I10
10,2017-07-31,2975,S1,I10
10,2017-08-31,2724,S1,I10
10,2017-09-30,2369,S1,I10
10,2017-10-31,2202,S1,I10
10,2017-11-30,2448,S1,I10
10,2017-12-31,1802,S1,I10
11,2013-01-31,1093,S1,I11
11,2013-02-28,1158,S1,I11
11,2013-03-31,1488,S1,I11
11,2013-04-30,1694,S1,I11
11,2013-05-31,1851,S1,I11
11,2013-06-30,1937,S1,I11
11,2013-07-31,2046,S1,I11
11,2013-08-31,1902,S1,I11
11,2013-09-30,1697,S1,I11
11,2013-10-31,1609,S1,I11
11,2013-11-30,1623,S1,I11
11,2013-12-31,1271,S1,I11
11,2014-01-31,1316,S1,I11
11,2014-02-28,1287,S1,I11
11,2014-03-31,1785,S1,I11
11,2014-04-30,1916,S1,I11
11,2014-05-31,2130,S1,I11
11,2014-06-30,2178,S1,I11
11,2014-07-31,2361,S1,I11
11,2014-08-31,2146,S1,I11
11,2014-09-30,1927,S1,I11
11,2014-10-31,1830,S1,I11
11,2014-11-30,1818,S1,I11
11,2014-12-31,1365,S1,I11
11,2015-01-31,1333,S1,I11
11,2015-02-28,1330,S1,I11
11,2015-03-31,1722,S1,I11
11,2015-04-30,2011,S1,I11
11,2015-05-31,2202,S1,I11
11,2015-06-30,2259,S1,I11
11,2015-07-31,2587,S1,I11
11,2015-08-31,2197,S1,I11
11,2015-09-30,1982,S1,I11
11,2015-10-31,1910,S1,I11
11,2015-11-30,1978,S1,I11
11,2015-12-31,1485,S1,I11
11,2016-01-31,1487,S1,I11
11,2016-02-29,1464,S1,I11
11,2016-03-31,1927,S1,I11
11,2016-04-30,2140,S1,I11
11,2016-05-31,2344,S1,I11
11,2016-06-30,2395,S1,I11
11,2016-07-31,2793,S1,I11
11,2016-08-31,2307,S1,I11
11,2016-09-30,2125,S1,I11
11,2016-10-31,2156,S1,I11
11,2016-11-30,2230,S1,I11
11,2016-12-31,1589,S1,I11
11,2017-01-31,1490,S1,I11
11,2017-02-28,1494,S1,I11
11,2017-03-31,1956,S1,I11
11,2017-04-30,2317,S1,I11
11,2017-05-31,2471,S1,I11
11,2017-06-30,2460,S1,I11
11,2017-07-31,2884,S1,I11
11,2017-08-31,2569,S1,I11
11,2017-09-30,2286,S1,I11
11,2017-10-31,2214,S1,I11
11,2017-11-30,2273,S1,I11
11,2017-12-31,1641,S1,I11
12,2013-01-31,1128,S1,I12
12,2013-02-28,1080,S1,I12
12,2013-03-31,1490,S1,I12
12,2013-04-30,1613,S1,I12
12,2013-05-31,1822,S1,I12
12,2013-06-30,1881,S1,I12
12,2013-07-31,2155,S1,I12
12,2013-08-31,1931,S1,I12
12,2013-09-30,1663,S1,I12
12,2013-10-31,1524,S1,I12
12,2013-11-30,1735,S1,I12
12,2013-12-31,1277,S1,I12
12,2014-01-31,1309,S1,I12
12,2014-02-28,1252,S1,I12
12,2014-03-31,1711,S1,I12
12,2014-04-30,1959,S1,I12
12,2014-05-31,2106,S1,I12
12,2014-06-30,2206,S1,I12
12,2014-07-31,2310,S1,I12
12,2014-08-31,2146,S1,I12
12,2014-09-30,1811,S1,I12
12,2014-10-31,1820,S1,I12
12,2014-11-30,1977,S1,I12
12,2014-12-31,1385,S1,I12
12,2015-01-31,1376,S1,I12
12,2015-02-28,1318,S1,I12
12,2015-03-31,1811,S1,I12
12,2015-04-30,1968,S1,I12
12,2015-05-31,2286,S1,I12
12,2015-06-30,2251,S1,I12
12,2015-07-31,2547,S1,I12
12,2015-08-31,2208,S1,I12
12,2015-09-30,2053,S1,I12
12,2015-10-31,1881,S1,I12
12,2015-11-30,2046,S1,I12
12,2015-12-31,1405,S1,I12
12,2016-01-31,1375,S1,I12
12,2016-02-29,1435,S1,I12
12,2016-03-31,1924,S1,I12
12,2016-04-30,2163,S1,I12
12,2016-05-31,2340,S1,I12
12,2016-06-30,2443,S1,I12
12,2016-07-31,2781,S1,I12
12,2016-08-31,2424,S1,I12
12,2016-09-30,2222,S1,I12
12,2016-10-31,2097,S1,I12
12,2016-11-30,2121,S1,I12
12,2016-12-31,1556,S1,I12
12,2017-01-31,1463,S1,I12
12,2017-02-28,1488,S1,I12
12,2017-03-31,1955,S1,I12
12,2017-04-30,2373,S1,I12
12,2017-05-31,2467,S1,I12
12,2017-06-30,2638,S1,I12
12,2017-07-31,2948,S1,I12
12,2017-08-31,2464,S1,I12
12,2017-09-30,2268,S1,I12
12,2017-10-31,2113,S1,I12
12,2017-11-30,2277,S1,I12
12,2017-12-31,1689,S1,I12
13,2013-01-31,1308,S1,I13
13,2013-02-28,1341,S1,I13
13,2013-03-31,1858,S1,I13
13,2013-04-30,1894,S1,I13
13,2013-05-31,2244,S1,I13
13,2013-06-30,2332,S1,I13
13,2013-07-31,2456,S1,I13
13,2013-08-31,2173,S1,I13
13,2013-09-30,2014,S1,I13
13,2013-10-31,1967,S1,I13
13,2013-11-30,1983,S1,I13
13,2013-12-31,1487,S1,I13
13,2014-01-31,1538,S1,I13
13,2014-02-28,1527,S1,I13
13,2014-03-31,2050,S1,I13
13,2014-04-30,2239,S1,I13
13,2014-05-31,2634,S1,I13
13,2014-06-30,2717,S1,I13
13,2014-07-31,2829,S1,I13
13,2014-08-31,2518,S1,I13
13,2014-09-30,2306,S1,I13
13,2014-10-31,2244,S1,I13
13,2014-11-30,2427,S1,I13
13,2014-12-31,1670,S1,I13
13,2015-01-31,1514,S1,I13
13,2015-02-28,1583,S1,I13
13,2015-03-31,2070,S1,I13
13,2015-04-30,2374,S1,I13
13,2015-05-31,2696,S1,I13
13,2015-06-30,2750,S1,I13
13,2015-07-31,3026,S1,I13
13,2015-08-31,2763,S1,I13
13,2015-09-30,2318,S1,I13
13,2015-10-31,2407,S1,I13
13,2015-11-30,2449,S1,I13
13,2015-12-31,1848,S1,I13
13,2016-01-31,1807,S1,I13
13,2016-02-29,1823,S1,I13
13,2016-03-31,2300,S1,I13
13,2016-04-30,2608,S1,I13
13,2016-05-31,2928,S1,I13
13,2016-06-30,3018,S1,I13
13,2016-07-31,3213,S1,I13
13,2016-08-31,2819,S1,I13
13,2016-09-30,2680,S1,I13
13,2016-10-31,2509,S1,I13
13,2016-11-30,2654,S1,I13
13,2016-12-31,1934,S1,I13
13,2017-01-31,1757,S1,I13
13,2017-02-28,1854,S1,I13
13,2017-03-31,2406,S1,I13
13,2017-04-30,2786,S1,I13
13,2017-05-31,2934,S1,I13
13,2017-06-30,3036,S1,I13
13,2017-07-31,3376,S1,I13
13,2017-08-31,3057,S1,I13
13,2017-09-30,2715,S1,I13
13,2017-10-31,2595,S1,I13
13,2017-11-30,2666,S1,I13
13,2017-12-31,2038,S1,I13
14,2013-01-31,906,S1,I14
14,2013-02-28,991,S1,I14
14,2013-03-31,1219,S1,I14
14,2013-04-30,1385,S1,I14
14,2013-05-31,1540,S1,I14
14,2013-06-30,1551,S1,I14
14,2013-07-31,1789,S1,I14
14,2013-08-31,1550,S1,I14
